id,text_snippet,labels
248,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
249,"We like your product, but TechCorp offers better automation. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.",rand
250,"The remote monitoring looks great, but the pricing model is too high. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Objection"
251,Is your solution encryption? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.,"Objection, Security"
252,"The remote monitoring looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Security"
253,"We like your product, but CompetitorX offers better analytics. The AI engine looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
254,"We like your product, but MediPlus offers better automation. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
255,"We like your product, but CompetitorX offers better AI engine. The analytics looks great, but the subscription cost is too high.","Pricing Discussion, Competition"
256,"We like your product, but CompetitorY offers better AI engine. The data pipeline looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
257,"We like your product, but CompetitorZ offers better remote monitoring. The analytics looks great, but the pricing model is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
258,"We like your product, but CompetitorY offers better data pipeline.",Competition
259,"The analytics looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
260,Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.,"Objection, Security"
261,"We like your product, but CompetitorZ offers better analytics. Is your solution encryption? Our team is concerned about compliance.",rand
262,"The analytics looks great, but the discount is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Objection"
263,"We like your product, but CompetitorY offers better analytics. The automation looks great, but the pricing model is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
264,"We like your product, but TechCorp offers better data pipeline. I'm not sure if analytics solves our use case. We're still evaluating.","Competition, Objection"
265,Is your solution encryption? Our team is concerned about compliance.,Security
266,Is your solution encryption? Our team is concerned about compliance.,Security
267,"We like your product, but CompetitorZ offers better data pipeline. The AI engine looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
268,"We like your product, but TechCorp offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Competition, Objection, Security"
269,I'm not sure if automation solves our use case. We're still evaluating.,Objection
