id,text_snippet,labels
229,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
230,"We like your product, but CompetitorX offers better data pipeline. The data pipeline looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
231,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
232,"We like your product, but TechCorp offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection"
233,"We like your product, but TechCorp offers better automation. The automation looks great, but the discount is too high.","Competition, Pricing Discussion"
234,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
235,"We like your product, but CompetitorY offers better automation. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection"
236,"We like your product, but MediPlus offers better data pipeline. The remote monitoring looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
237,"We like your product, but CompetitorX offers better data pipeline.",Competition
238,"We like your product, but CompetitorY offers better automation. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
239,"We like your product, but CompetitorX offers better data pipeline. The AI engine looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
240,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
241,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
242,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
243,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
244,"We like your product, but TechCorp offers better data pipeline. The data pipeline looks great, but the budget is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
245,"The remote monitoring looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion"
246,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,"Objection, Security"
247,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
248,"The remote monitoring looks great, but the discount is too high.",Pricing Discussion
249,"We like your product, but MediPlus offers better automation. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
250,"We like your product, but MediPlus offers better analytics. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection"
