id,text_snippet,labels,extracted_entities
115,"We like your product, but CompetitorX offers better analytics. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['CompetitorX'], 'features': ['analytics', 'AI engine'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
116,"The remote monitoring looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
117,"We like your product, but TechCorp offers better automation. The automation looks great, but the subscription cost is too high.",rand,"{'competitors': ['TechCorp'], 'features': ['automation'], 'pricing_keywords': ['subscription cost'], 'security_keywords': [], 'other_entities': []}"
118,I’m not sure if automation solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
119,"We like your product, but MediPlus offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Competition","{'competitors': ['MediPlus'], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
120,"The data pipeline looks great, but the discount is too high.",Pricing Discussion,"{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': ['discount'], 'security_keywords': [], 'other_entities': []}"
121,"We like your product, but CompetitorY offers better analytics. The data pipeline looks great, but the budget is too high.","Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['analytics', 'data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
122,"We like your product, but MediPlus offers better data pipeline.",rand,"{'competitors': ['MediPlus'], 'features': ['data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
123,"We like your product, but TechCorp offers better AI engine. The remote monitoring looks great, but the discount is too high.","Competition, Pricing Discussion","{'competitors': ['TechCorp'], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': ['discount'], 'security_keywords': [], 'other_entities': []}"
124,Is your solution privacy policy? Our team is concerned about compliance.,Security,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
125,"We like your product, but TechCorp offers better data pipeline. The analytics looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.",rand,"{'competitors': ['TechCorp'], 'features': ['analytics', 'remote monitoring', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['data compliance'], 'other_entities': []}"
126,Is your solution data compliance? Our team is concerned about compliance.,Security,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['data compliance'], 'other_entities': []}"
127,"We like your product, but TechCorp offers better AI engine.",Competition,"{'competitors': ['TechCorp'], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
128,"We like your product, but CompetitorZ offers better automation. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['CompetitorZ'], 'features': ['automation', 'data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
129,"We like your product, but MediPlus offers better AI engine. The analytics looks great, but the discount is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Competition, Pricing Discussion","{'competitors': ['MediPlus'], 'features': ['analytics', 'AI engine', 'automation'], 'pricing_keywords': ['discount'], 'security_keywords': [], 'other_entities': []}"
130,"The AI engine looks great, but the discount is too high.",Pricing Discussion,"{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': ['discount'], 'security_keywords': [], 'other_entities': []}"
131,"We like your product, but TechCorp offers better data pipeline. The AI engine looks great, but the subscription cost is too high.","Competition, Pricing Discussion","{'competitors': ['TechCorp'], 'features': ['AI engine', 'data pipeline'], 'pricing_keywords': ['subscription cost'], 'security_keywords': [], 'other_entities': []}"
132,"The AI engine looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.",rand,"{'competitors': [], 'features': ['AI engine', 'automation'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
133,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security","{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': [], 'security_keywords': ['data compliance'], 'other_entities': []}"
134,"We like your product, but MediPlus offers better data pipeline. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Competition","{'competitors': ['MediPlus'], 'features': ['data pipeline'], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
135,"The remote monitoring looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': ['discount'], 'security_keywords': ['data compliance'], 'other_entities': []}"
136,"We like your product, but MediPlus offers better AI engine. The automation looks great, but the pricing model is too high.","Competition, Pricing Discussion","{'competitors': ['MediPlus'], 'features': ['AI engine', 'automation'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
137,"We like your product, but MediPlus offers better remote monitoring. The automation looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['MediPlus'], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': ['discount'], 'security_keywords': ['data compliance'], 'other_entities': []}"
138,"We like your product, but TechCorp offers better data pipeline. The AI engine looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['TechCorp'], 'features': ['AI engine', 'data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': ['encryption'], 'other_entities': []}"
139,Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security","{'competitors': [], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
140,Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,rand,"{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
141,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,"Objection, Security","{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
142,"We like your product, but CompetitorZ offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['CompetitorZ'], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
143,"We like your product, but CompetitorX offers better remote monitoring. The analytics looks great, but the pricing model is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Competition, Pricing Discussion","{'competitors': ['CompetitorX'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
